posted_by,under_construction,rera_approved,no_of_rooms,property_type,area_sqft,ready_to_move,resale,lon,lat,city,price_lacs
Owner,0,0,3,BHK,1170.212766,1,1,22.975,88.43444000000001,Kolkata,33.0
Dealer,0,0,3,BHK,1350.078493,1,1,26.900926,75.775927,Ghaziabad,43.0
Dealer,0,1,3,BHK,2017.032721,1,1,28.408159,77.033434,Gurgaon,180.0
Dealer,0,1,2,BHK,1160.128225,1,1,12.919423,77.522774,Bangalore,76.0
Dealer,1,0,3,BHK,1613.531273,0,1,23.296956,85.319463,Ranchi,66.3
Dealer,0,0,2,BHK,935.1325758,1,1,18.96667,72.83333,Mumbai,39.5
Owner,0,0,2,BHK,1000.0,1,1,12.8458,77.6727,Bangalore,35.0
Dealer,0,1,2,BHK,1230.0123,1,1,19.139348,72.820458,Mumbai,250.0
Dealer,0,0,3,BHK,1909.892262,1,1,30.65,76.82,Panchkula,39.0
Dealer,0,0,1,BHK,309.9573809,1,1,28.538774,77.366515,Noida,8.0
Dealer,0,0,3,BHK,1780.063291,1,1,18.52361,73.84778,Pune,90.0
Owner,0,0,6,BHK,3200.0,1,1,12.7281,80.2014,Chennai,80.0
Owner,0,0,2,BHK,1209.302326,1,1,12.90015,80.22791,Chennai,52.0
Owner,0,0,2,BHK,792.1140644,1,1,20.904426,77.772356,Amravati,45.0
Dealer,1,1,2,BHK,1075.170006,0,1,28.577673,77.389781,Noida,58.5
Dealer,1,1,4,BHK,2326.122354,0,1,30.662283,76.822397,Chandigarh,100.0
Dealer,0,1,4,BHK,2528.199144,1,1,26.900926,75.775927,Ghaziabad,130.0
Owner,0,0,1,BHK,398.1797497,1,1,28.634537,77.471342,Ghaziabad,7.0
Owner,0,0,3,BHK,1880.242985,1,1,12.8706,77.6279,Bangalore,130.0
Dealer,0,1,4,BHK,4398.826979,1,1,28.560719,77.386208,Noida,330.0
Dealer,0,0,1,BHK,618.0469716,1,1,12.78627,80.22041999999999,Chennai,25.0
Owner,0,0,2,BHK,899.0053558000001,1,1,12.897215,77.628102,Bangalore,47.0
Dealer,0,0,2,BHK,1071.046055,1,1,12.718036,77.737065,Bangalore,60.0
Owner,0,0,1,BHK,600.0648719,1,1,16.2661,73.7122,Sindhudurg,18.5
Dealer,0,0,1,BHK,636.0078278,1,1,24.69028,78.41889,Lalitpur,52.0
Dealer,0,0,3,BHK,1440.819243,1,0,13.05,80.11,Chennai,60.5
Owner,0,0,3,BHK,1150.054765,1,1,10.139252,76.370372,Ernakulam,42.0
Owner,0,0,3,BHK,1659.7164300000002,1,1,28.431862,77.351104,Faridabad,59.7
Dealer,0,0,1,BHK,339.2857143,1,1,26.91868,75.750399,Jaipur,9.5
Dealer,0,1,2,BHK,913.7983552,1,1,22.759741,75.88953199999999,Indore,30.0
Owner,1,1,2,BHK,794.7976879,0,1,28.2102,76.8606,Bhiwadi,22.0
Dealer,0,0,3,BHK,1896.964856,1,1,12.96991,77.59796,Bangalore,95.0
Dealer,0,0,3,BHK,1450.176093,1,1,28.66667,77.41667,Ghaziabad,70.0
Dealer,0,0,2,BHK,949.754902,1,1,22.709351,75.900743,Indore,31.0
Owner,0,0,3,BHK,1666.025887,1,1,12.96991,77.59796,Bangalore,130.0
Owner,0,1,3,BHK,1700.1545600000002,1,1,28.629811,77.434197,Ghaziabad,55.0
Owner,0,0,2,BHK,925.0693802,1,1,17.51667,76.2,Solapur,30.0
Owner,0,0,2,BHK,1350.135014,1,1,28.638934000000003,77.32645699999999,Ghaziabad,60.0
Owner,0,0,2,BHK,1054.969461,1,1,12.919423,77.522774,Bangalore,57.0
Owner,0,0,2,BHK,807.3196986,1,1,15.2601,73.982,Margao,30.0
Dealer,0,0,1,BHK,625.0,1,1,19.2167,73.0833,Lalitpur,43.0
Dealer,0,0,3,BHK,1689.655172,1,1,30.662283,76.822397,Chandigarh,53.9
Dealer,0,0,2,BHK,1000.0,1,1,19.062056,72.82950600000001,Mumbai,500.0
Dealer,0,0,3,BHK,1179.025752,1,1,19.255098,72.9815265,Maharashtra,190.0
Dealer,0,1,3,BHK,1649.892757,1,1,18.097689000000003,74.735239,Pune,100.0
Owner,0,0,3,BHK,1250.0,1,1,22.50686,88.223965,Kolkata,50.0
Owner,0,0,2,BHK,712.1057986000001,1,1,22.486821,88.233267,Kolkata,28.0
Dealer,0,0,3,BHK,1358.152912,1,1,18.52361,73.84778,Pune,170.0
Owner,0,0,2,BHK,1114.9653119999998,1,1,13.233384,77.695502,Bangalore,45.0
Dealer,0,1,2,BHK,1124.137931,1,1,17.7,83.2167,Visakhapatnam,32.6
Dealer,0,0,3,BHK,1664.239651,1,1,12.97494,77.564159,Bangalore,160.0
Owner,0,0,2,BHK,1245.274628,1,1,13.219742000000002,76.698537,Bangalore,56.0
Dealer,0,0,3,BHK,2700.270027,1,1,25.177917,75.862208,Kota,150.0
Owner,0,0,3,BHK,1225.204201,1,1,22.54111,88.33778000000001,Kolkata,42.0
Dealer,0,1,4,BHK,1746.023432,1,1,24.69028,78.41889,Lalitpur,1000.0
Dealer,1,1,3,BHK,1671.595731,0,1,19.1955,72.8728,Mumbai,260.0
Dealer,0,0,2,BHK,866.6666667000002,1,1,19.05871,72.89969,Mumbai,130.0
Dealer,0,0,3,BHK,1546.391753,1,1,26.91667,75.86667,Jaipur,51.0
Dealer,1,1,3,BHK,1843.204719,0,1,12.928575,77.58572099999999,Bangalore,150.0
Dealer,1,1,2,BHK,800.0,0,1,19.1759,72.9522,Lalitpur,150.0
Owner,0,0,2,BHK,970.0044769,1,1,13.096108,77.627179,Bangalore,65.0
Dealer,1,1,3,BHK,1344.250275,0,0,28.429614,77.481711,Noida,110.0
Dealer,0,0,2,BHK,614.0106056,1,1,25.61,85.14139,Patna,22.0
Dealer,1,1,2,BHK,726.7720307,0,1,18.602428,73.787111,Pune,60.7
Dealer,0,0,2,BHK,1250.0,1,1,28.506454,77.40956800000001,Noida,70.0
Dealer,0,0,2,BHK,650.0072223,1,1,19.1758,72.8643,Mumbai,180.0
Owner,0,0,2,BHK,980.0078401,1,1,20.230195,85.816005,Bhubaneswar,25.0
Dealer,0,0,2,BHK,1125.082727,1,1,19.033956,73.075342,Mumbai,85.0
Dealer,0,0,1,BHK,638.4615385,1,1,24.69028,78.41889,Lalitpur,24.9
Dealer,1,1,3,BHK,1691.3869370000002,0,1,24.69028,78.41889,Lalitpur,260.0
Dealer,1,1,2,BHK,1050.153902,0,1,18.49667,73.94167,Pune,58.0
Dealer,0,0,2,BHK,1230.138391,1,1,24.395822,78.989627,Surat,48.0
Dealer,0,0,3,BHK,1533.166458,1,1,25.61,85.14139,Patna,98.0
Dealer,0,0,3,BHK,1741.75569,1,1,28.568966,77.335388,Noida,150.0
Dealer,0,1,3,BHK,3706.34355,1,1,28.525772,77.013644,Gurgaon,260.0
Dealer,0,1,2,BHK,591.9395466,1,1,28.406388,77.342588,Faridabad,23.5
Owner,0,0,3,BHK,1799.775028,1,1,21.208232,81.324676,Bhilai,32.0
Dealer,0,1,2,BHK,1043.131294,1,1,12.86,77.786,Bangalore,54.9
Owner,0,0,3,BHK,1654.70852,1,1,22.669697,75.842704,Indore,36.9
Dealer,0,0,1,BHK,635.0550381,1,1,19.2167,73.0833,Maharashtra,45.0
Owner,0,0,3,BHK,1428.262281,1,1,12.86,77.786,Bangalore,66.0
Owner,0,0,2,BHK,800.0,1,1,12.900422,80.159352,Chennai,32.0
Dealer,0,1,2,BHK,1112.522686,1,1,12.86,77.786,Bangalore,61.3
Dealer,0,1,2,BHK,1029.442042,1,1,19.1615,72.8731,Mumbai,200.0
Dealer,0,1,4,BHK,2090.492554,1,1,30.662283,76.822397,Chandigarh,73.0
Dealer,0,1,3,BHK,1462.056841,1,1,30.662283,76.822397,Chandigarh,49.9
Dealer,0,0,2,BHK,1160.092807,1,1,18.5956,73.7981,Pune,75.0
Owner,0,0,4,BHK,1532.912534,1,1,26.417963,80.365018,Kanpur,68.0
Dealer,0,0,5,BHK,3625.290023,1,1,28.553374,77.355611,Noida,250.0
Dealer,0,0,2,BHK,749.6940024,1,1,26.8626,75.7633,Jaipur,24.5
Dealer,0,1,3,BHK,1380.145278,1,1,28.381971000000004,77.347688,Faridabad,57.0
Dealer,0,0,2,BHK,1260.005929,1,1,13.010349,77.712151,Bangalore,85.0
Dealer,0,1,3,BHK,1274.813331,1,0,19.218498,72.992114,Lalitpur,140.0
Dealer,0,0,4,BHK,2800.33604,1,1,11.003251,76.977253,Indore,200.0
Owner,0,0,3,BHK,1200.0,1,1,23.065306,88.62366899999999,Nadiad,24.0
Dealer,0,1,3,BHK,1469.004015,1,1,20.73333,77.0,Maharashtra,300.0
Owner,0,0,1,BHK,431.54761900000005,1,1,21.142359,72.862596,Surat,8.7
Dealer,0,0,2,BHK,1330.180313,1,1,24.69028,78.41889,Lalitpur,90.0
Dealer,0,1,2,BHK,1200.107875,1,1,12.928575,77.58572099999999,Bangalore,89.0
Dealer,0,1,2,BHK,1421.052632,1,1,12.946431,80.23938299999999,Chennai,81.0
Dealer,0,0,2,BHK,1296.018032,1,1,18.52361,73.84778,Pune,69.0
Dealer,0,0,2,BHK,1066.666667,1,1,18.460652,73.87053,Maharashtra,160.0
Dealer,0,0,3,BHK,1622.971286,1,1,28.9196,76.8972,Ghaziabad,91.0
Owner,0,0,2,BHK,1200.082764,1,1,12.96991,77.59796,Bangalore,58.0
Dealer,0,1,3,BHK,1294.117647,1,1,19.2836,72.8675,Mumbai,110.0
Dealer,0,0,3,BHK,1400.0,1,1,12.90579,77.54264,Bangalore,56.0
Dealer,0,0,2,BHK,1519.525908,1,1,28.508073,77.033495,Gurgaon,100.0
Builder,0,0,4,BHK,4307.692308,1,0,28.403138,77.070052,Gurgaon,560.0
Dealer,0,1,2,BHK,1063.183475,1,1,19.06446,72.888131,Lalitpur,140.0
Owner,0,0,1,BHK,550.017188,1,1,18.65,72.88,Raigad,32.0
Builder,0,1,2,BHK,752.8011204,1,0,21.213644,79.33273299999999,Nagpur,21.5
Dealer,0,1,3,BHK,1980.079203,1,1,31.292091,75.543763,Mumbai,330.0
Dealer,0,1,2,BHK,910.2787456,1,1,30.74,76.65,Mohali,20.9
Dealer,0,1,3,BHK,957.9854934,1,1,24.69028,78.41889,Lalitpur,140.0
Dealer,0,0,4,BHK,4009.970738,1,1,12.929162,77.629041,Bangalore,370.0
Owner,0,0,3,BHK,1656.804734,1,1,26.209302,78.194369,Gwalior,42.0
Dealer,1,1,1,BHK,700.0577367000001,0,1,18.973908,73.02510600000001,Mumbai,48.5
Dealer,0,0,1,BHK,550.0045834,1,1,18.96667,72.83333,Mumbai,60.0
Owner,0,0,1,BHK,549.8059507999999,1,1,22.304805,73.23414,Vadodara,8.5
Owner,0,1,3,BHK,1620.482904,1,1,12.845659,80.231049,Chennai,100.0
Dealer,0,1,2,BHK,929.0540541,1,1,18.097689000000003,74.735239,Pune,71.5
Dealer,0,0,2,BHK,680.0,1,1,24.69028,78.41889,Lalitpur,170.0
Dealer,0,1,3,BHK,1850.220264,1,1,30.751176,76.668359,Mohali,42.0
Owner,0,0,2,BHK,1200.075005,1,1,12.96991,77.59796,Bangalore,64.0
Dealer,0,0,2,BHK,753.3193132,1,1,19.13057,72.833721,Mumbai,240.0
Dealer,0,0,3,BHK,2137.259558,1,1,28.394375,77.35722700000001,Faridabad,90.0
Builder,1,1,2,BHK,1000.0,0,0,26.928785,75.828002,Jaipur,32.0
Dealer,0,0,2,BHK,953.1703274,1,1,18.486057,73.973718,Pune,46.0
Dealer,0,0,2,BHK,1134.9979970000002,1,1,19.05871,72.89969,Mumbai,170.0
Owner,0,0,2,BHK,900.090009,1,1,12.946431,80.23938299999999,Chennai,60.0
Owner,0,0,2,BHK,1296.036289,1,1,20.260071,85.83189300000001,Kolkata,120.0
Dealer,0,1,3,BHK,1608.680675,1,1,21.17,72.83,Surat,46.7
Owner,0,1,2,BHK,1304.844234,1,1,28.505514,77.371732,Noida,80.0
Dealer,0,0,2,BHK,900.1058947999999,1,1,30.662283,76.822397,Chandigarh,25.5
Dealer,0,0,2,BHK,974.9303621,1,1,19.038205,73.06612,Maharashtra,84.0
Owner,1,0,2,BHK,744.9714428,0,1,28.698133,77.335746,Ghaziabad,30.0
Dealer,0,0,3,BHK,1701.837985,1,1,9.930471,76.271273,Kochi,75.0
Dealer,0,0,2,BHK,1395.186606,1,1,13.0306,77.6485,Bangalore,80.0
Owner,0,1,4,BHK,2584.236159,1,1,18.5511925,73.94993649999999,Pune,260.0
Dealer,0,1,3,BHK,1580.066849,1,1,28.381971000000004,77.347688,Faridabad,52.0
Dealer,0,1,2,BHK,1289.2470130000002,1,1,26.807408,75.83865899999999,Jaipur,46.4
Dealer,1,1,3,BHK,1409.495549,0,1,30.696627000000003,76.693764,Mohali,47.5
Dealer,0,0,3,BHK,1760.082023,1,1,22.288976,73.128222,Vadodara,51.5
Owner,0,0,1,BHK,560.0416775,1,1,21.213644,79.33273299999999,Nagpur,21.5
Dealer,0,0,1,BHK,550.0278103999999,1,1,19.185539,72.935411,Mumbai,89.0
Dealer,0,0,2,BHK,1450.245426,1,1,12.868182,77.59545,Bangalore,65.0
Owner,0,1,2,BHK,600.0600059999999,1,1,28.707966,77.48760300000001,Ghaziabad,20.0
Dealer,1,1,2,BHK,850.0,0,1,19.039263,72.870654,Lalitpur,170.0
Dealer,0,1,2,BHK,1105.146827,1,1,18.975268,73.109062,Maharashtra,70.0
Owner,0,0,3,BHK,1115.004779,1,1,22.747639000000003,88.600902,Kolkata,35.0
Dealer,0,0,3,BHK,1908.665105,1,1,30.662283,76.822397,Chandigarh,65.2
Dealer,0,1,1,BHK,750.0394758,1,1,19.1849,72.8347,Lalitpur,95.0
Owner,0,0,3,BHK,1800.0,1,1,20.780821,79.055872,Nagpur,57.6
Dealer,0,0,3,BHK,2575.7130260000004,1,1,22.709351,75.900743,Indore,87.6
Dealer,0,0,3,BHK,1900.337838,1,1,28.6423,77.3445,Ghaziabad,90.0
Owner,0,0,2,BHK,674.8357308,1,1,31.629929,74.891663,Amritsar,38.0
Owner,0,0,2,BHK,1000.0,1,1,12.96991,77.59796,Bangalore,70.0
Dealer,0,0,3,BHK,1724.1379309999998,1,1,12.9958935,77.761394,Bangalore,130.0
Dealer,0,1,3,BHK,1350.135014,1,1,28.536585,77.383669,Noida,75.0
Dealer,0,0,2,BHK,1156.186613,1,1,28.6221,77.3674,Noida,57.0
Owner,0,0,1,BHK,490.0759618,1,1,28.661262,77.426478,Ghaziabad,20.0
Dealer,0,1,3,BHK,1136.363636,1,0,12.808137,77.58308000000001,Bangalore,100.0
Owner,0,0,2,BHK,1200.0,1,1,9.894723,78.119778,Madurai,33.0
Owner,0,0,1,BHK,700.1166861,1,1,22.340396,73.19706,Vadodara,24.0
Dealer,0,0,3,BHK,1726.47258,1,1,28.365512,77.34630600000001,Faridabad,51.0
Builder,1,1,3,BHK,839.2973324999999,0,0,18.548674,73.753786,Maharashtra,64.5
Dealer,0,0,2,BHK,1242.015614,1,1,23.182972,72.611485,Gandhinagar,35.0
Dealer,0,0,3,BHK,2240.1433690000003,1,1,19.014858,72.8662,Lalitpur,450.0
Dealer,0,0,2,BHK,1310.043668,1,1,9.930471,76.271273,Kochi,75.0
Dealer,0,0,1,BHK,685.0459482000001,1,1,19.2167,73.0833,Mumbai,41.0
Owner,0,1,3,BHK,1505.32654,1,1,28.579004,77.431173,Noida,65.0
Dealer,0,0,2,BHK,1015.046573,1,1,28.716907,77.12469899999999,Lalitpur,85.0
Dealer,0,0,2,BHK,1260.636621,1,1,28.456809000000003,77.099182,Mumbai,160.0
Owner,0,0,2,BHK,1650.4854369999998,1,1,24.395822,78.989627,Surat,34.0
Dealer,0,0,1,BHK,520.0,1,1,18.669919,73.853723,Pune,39.0
Dealer,0,1,3,BHK,1553.852703,1,1,28.494868,77.410298,Noida,73.0
Dealer,1,1,1,BHK,463.6068614,0,0,19.1759,72.9522,Maharashtra,100.0
Dealer,1,0,3,BHK,1935.015722,0,1,12.925,77.595,Bangalore,240.0
Dealer,0,0,4,BHK,3559.3220340000003,1,1,12.619195,76.918126,Bangalore,420.0
Dealer,1,1,2,BHK,891.5834522,0,1,24.69028,78.41889,Lalitpur,100.0
Owner,0,0,3,BHK,1474.193548,1,1,26.832353,75.841749,Jaipur,45.7
Dealer,0,0,1,BHK,587.4630784,1,1,28.588021,77.391359,Noida,17.9
Dealer,0,1,2,BHK,1172.208014,1,1,28.59632,77.38143000000001,Noida,55.0
Dealer,0,1,1,BHK,747.1264368,1,1,28.211607,76.787033,Dharuhera,15.6
Dealer,0,0,3,BHK,3417.4553100000003,1,0,28.403138,77.070052,Gurgaon,390.0
Dealer,0,0,1,BHK,763.0939993,1,1,13.055985,77.622157,Bangalore,44.0
Dealer,1,0,2,BHK,862.8954937999999,0,1,18.573994,73.753171,Pune,54.0
Dealer,1,1,2,BHK,828.7063893,0,1,18.914541,72.818211,Mumbai,100.0
Dealer,0,0,3,BHK,1783.21233,1,1,12.876691,77.59908,Bangalore,140.0
Owner,0,0,2,BHK,1060.180854,1,1,12.897859,77.617213,Bangalore,34.0
Dealer,0,1,1,BHK,675.9294029,1,1,20.26444,85.82806,Bhubaneswar,36.0
Dealer,0,0,3,BHK,1700.198356,1,1,12.873538,77.555312,Bangalore,60.0
Builder,1,1,3,BHK,1269.990593,0,0,22.340396,73.19706,Vadodara,27.0
Dealer,0,0,2,BHK,1020.176831,1,1,16.876947,74.298362,Kolhapur,45.0
Dealer,1,1,3,BHK,999.2254067,0,1,28.38016,77.369936,Faridabad,25.8
Owner,0,0,1,BHK,555.1252258999999,1,1,18.6771,73.8966,Pune,21.5
Dealer,0,1,3,BHK,886.9572929999999,1,1,19.1849,72.8347,Mumbai,200.0
Dealer,0,0,4,BHK,2852.128126,1,1,22.759741,75.88953199999999,Indore,130.0
Dealer,1,0,3,BHK,1250.0,0,1,12.905368,77.580403,Bangalore,130.0
Dealer,0,0,3,BHK,1680.2263879999998,1,1,28.5679,77.3679,Noida,95.0
Dealer,1,0,2,BHK,889.4736842,0,1,22.648322,88.4431525,Kolkata,33.8
Dealer,0,1,3,BHK,1720.1631489999995,1,1,28.396092,76.972169,Gurgaon,97.0
Dealer,0,1,2,BHK,1067.140952,1,1,28.536585,77.383669,Noida,48.0
Owner,0,0,2,BHK,1210.165389,1,1,12.96991,77.59796,Bangalore,60.0
Dealer,0,0,4,BHK,4040.40404,1,0,28.403138,77.070052,Gurgaon,400.0
Dealer,0,1,3,BHK,1744.5414850000002,1,0,28.408144,76.963756,Gurgaon,79.9
Dealer,0,0,3,BHK,1750.18423,1,1,28.5942,77.3675,Noida,95.0
Dealer,1,1,2,BHK,1225.004504,0,1,12.88419,74.85526,Mangalore,68.0
Dealer,0,0,2,BHK,1100.141044,1,1,18.558319,73.77588,Pune,78.0
Dealer,0,1,2,BHK,1018.14059,1,1,13.055985,77.622157,Bangalore,44.9
Dealer,0,1,3,BHK,1595.041699,1,1,19.1615,72.8731,Lalitpur,350.0
Owner,0,0,1,BHK,560.0497822000001,1,1,19.69589,72.71526999999999,Palghar,18.0
Dealer,0,1,2,BHK,1095.088819,1,1,30.684523,76.691728,Mohali,52.4
Dealer,0,1,3,BHK,1479.394153,1,0,22.337395,73.225215,Vadodara,42.0
Owner,0,0,2,BHK,1170.242407,1,1,18.476532,73.820689,Visakhapatnam,42.0
Dealer,0,0,3,BHK,1500.110302,1,1,22.623598,88.441186,Kolkata,68.0
Owner,0,0,2,BHK,1100.352113,1,1,26.832353,75.841749,Jaipur,25.0
Owner,0,1,2,BHK,875.8233716,1,1,13.096108,77.627179,Bangalore,35.9
Owner,0,0,2,BHK,1047.120419,1,1,16.7,81.1,Eluru,30.0
Owner,0,0,4,BHK,2888.888889,1,1,9.930471,76.271273,Kochi,130.0
Dealer,0,0,4,BHK,3180.071552,1,1,12.9958935,77.761394,Bangalore,240.0
Dealer,0,0,2,BHK,1127.219417,1,1,12.840956,77.659441,Bangalore,69.2
Dealer,1,1,3,BHK,997.0089731,0,0,18.558319,73.77588,Maharashtra,110.0
Dealer,0,0,3,BHK,1655.359566,1,1,28.740668,77.755976,Indore,61.0
Owner,0,0,3,BHK,1600.0,1,1,12.95619,77.70194000000001,Bangalore,100.0
Owner,0,1,1,BHK,657.1899463999999,1,1,18.437138,73.794801,Pune,31.9
Dealer,0,0,2,BHK,1145.155113,1,1,22.54111,88.33778000000001,Kolkata,29.9
Dealer,0,1,3,BHK,2666.666667,1,1,28.526624,77.37671800000001,Noida,200.0
Dealer,0,0,2,BHK,950.0577738,1,1,24.69028,78.41889,Lalitpur,74.0
Dealer,0,0,3,BHK,1300.108342,1,1,14.433329999999998,79.96667,Nellore,48.0
Owner,0,0,2,BHK,736.0581919,1,1,13.138566,80.234522,Chennai,42.5
Owner,0,0,2,BHK,1184.475806,1,1,21.6,73.0,Bharuch,23.5
Dealer,0,0,1,BHK,650.0413662999999,1,1,18.476532,73.820689,Pune,55.0
Dealer,0,0,2,BHK,711.8927973,1,1,22.486821,88.233267,Kolkata,34.0
Owner,0,0,3,BHK,1290.084777,1,1,13.23,77.7,Bangalore,70.0
Owner,0,0,2,BHK,1010.10101,1,1,17.45,78.5,Secunderabad,32.0
Owner,1,1,2,BHK,804.0809268999999,0,1,21.15389,79.08306,Nagpur,46.5
Dealer,0,0,1,BHK,625.0,1,1,26.91868,75.750399,Lalitpur,97.0
Owner,0,1,2,BHK,930.1405106,1,1,28.577673,77.389781,Noida,47.0
Dealer,0,0,3,BHK,1576.182137,1,1,28.431903,77.36482099999999,Faridabad,45.0
Dealer,0,0,2,BHK,1160.003093,1,1,24.69028,78.41889,Lalitpur,450.0
Dealer,0,0,3,BHK,1165.740931,1,1,19.206252,72.962035,Maharashtra,170.0
Dealer,0,0,3,BHK,1252.435291,1,1,19.18,72.96333,Maharashtra,180.0
Dealer,0,0,3,BHK,1659.622429,1,1,28.431862,77.351104,Faridabad,58.9
Dealer,0,0,2,BHK,1050.080775,1,1,28.5822,77.3293,Lalitpur,65.0
Owner,0,0,3,BHK,2297.090352,1,1,13.219742000000002,76.698537,Bangalore,240.0
Dealer,0,0,4,BHK,3584.229391,1,1,13.019578,77.017574,Bangalore,290.0
Dealer,0,0,2,BHK,1300.108342,1,1,28.40473,77.367514,Faridabad,48.0
Dealer,1,1,2,BHK,656.3833279,0,0,19.1615,72.8731,Maharashtra,140.0
Dealer,1,1,3,BHK,923.1468849,0,1,27.1,78.19,Agra,20.3
Dealer,0,1,3,BHK,745.049505,1,1,28.394375,77.35722700000001,Faridabad,30.1
Dealer,0,0,3,BHK,1585.048498,1,1,22.54111,88.33778000000001,Kolkata,67.0
Owner,0,0,8,BHK,4049.988429,1,1,26.8626,75.7633,Jaipur,350.0
Dealer,0,0,4,BHK,1824.817518,1,1,28.63676,77.36315,Ghaziabad,110.0
Dealer,1,1,3,BHK,137536.25400000002,0,0,12.840956,77.659441,Bangalore,9010.0
Dealer,0,0,3,BHK,1689.76647,1,1,12.96991,77.59796,Bangalore,89.0
Dealer,1,1,3,BHK,1048.327138,0,1,28.431903,77.36482099999999,Faridabad,28.2
Owner,0,0,1,BHK,400.0,1,1,28.825417,77.563644,Ghaziabad,22.0
Dealer,1,1,3,BHK,1263.051533,0,1,12.96991,77.59796,Bangalore,75.0
Owner,0,1,3,BHK,1481.578947,1,1,25.512518,85.184112,Patna,56.3
Dealer,0,0,3,BHK,2199.951112,1,1,9.935413,76.298608,Kochi,180.0
Owner,0,0,2,BHK,1359.81217,1,1,12.9847,77.5491,Bangalore,69.5
Dealer,0,1,2,BHK,1099.96541,1,1,12.90015,80.22791,Chennai,63.6
Owner,0,0,1,BHK,550.0261917,1,1,18.61862,73.80373,Pune,42.0
Dealer,0,0,3,BHK,1425.008906,1,1,28.629811,77.434197,Ghaziabad,40.0
Dealer,0,1,3,BHK,946.862099,1,1,24.69028,78.41889,Lalitpur,250.0
Owner,0,0,3,BHK,1224.115067,1,1,13.0352,77.5772,Bangalore,120.0
Dealer,0,0,3,BHK,1449.875725,1,1,19.038205,73.06612,Maharashtra,140.0
Dealer,0,0,2,BHK,1226.012793,1,1,19.1955,72.8728,Mumbai,230.0
Owner,0,1,3,BHK,3100.28472,1,1,30.684523,76.691728,Mohali,98.0
Owner,0,0,2,BHK,1080.351114,1,1,23.2257,72.51679,Gandhinagar,16.0
Dealer,1,0,1,BHK,510.00392310000007,0,1,22.608638,88.238067,Kolkata,13.0
Dealer,0,0,1,BHK,670.0655499,1,1,18.964489,73.019574,Maharashtra,46.0
Dealer,1,1,2,BHK,1140.114011,0,1,12.8458,77.6727,Bangalore,76.0
Owner,0,0,2,BHK,1200.0,1,1,28.651287,77.347732,Ghaziabad,90.0
Dealer,0,1,3,BHK,2324.5984780000003,1,1,28.392679,77.344375,Faridabad,110.0
Owner,0,0,2,BHK,1041.09589,1,1,12.96991,77.59796,Bangalore,38.0
Owner,0,0,3,BHK,1900.23753,1,1,12.896796,77.5724, Uttarahalli,88.0
Dealer,0,0,1,BHK,730.1490721,1,1,18.52783,73.875757,Pune,24.0
Owner,0,0,2,BHK,800.0,1,1,21.201983,81.374348,Bhilai,15.0
Dealer,0,0,3,BHK,2011.397922,1,1,28.429614,77.481711,Noida,120.0
Dealer,1,1,3,BHK,903.5178723,0,0,20.742166,80.104602,Maharashtra,95.8
Dealer,0,0,2,BHK,928.3410461,1,1,28.392686,76.959391,Gurgaon,66.2
Dealer,0,0,2,BHK,1226.635514,1,1,18.930697,72.82609000000001,Maharashtra,210.0
Dealer,0,1,2,BHK,613.8613861,1,1,13.011583,80.123114,Chennai,31.0
Dealer,0,0,3,BHK,1460.09085,1,1,21.2751,81.66765,Raipur,45.0
Dealer,1,0,2,BHK,773.6842105000001,0,1,22.54111,88.33778000000001,Kolkata,29.4
Owner,0,0,3,BHK,1250.0,1,1,27.56246,76.625,Alwar,26.0
Dealer,0,0,3,BHK,1699.544765,1,1,30.6665,76.8625,Panchkula,56.0
Dealer,0,1,3,BHK,1893.603547,1,1,28.392679,77.344375,Faridabad,89.7
Owner,0,0,2,BHK,1019.824628,1,1,17.4058,78.5591,Secunderabad,53.5
Dealer,0,0,3,BHK,2077.477698,1,1,28.9196,76.8972,Ghaziabad,170.0
Dealer,0,0,3,BHK,1877.581675,1,1,12.915026,77.668562,Bangalore,150.0
Owner,0,0,2,BHK,850.1335924000001,1,1,15.384909,73.850001,Goa,35.0
Dealer,0,0,2,BHK,1068.577535,1,1,19.1758,72.8643,Lalitpur,170.0
Owner,1,0,1,BHK,449.6325119,0,1,26.91667,75.86667,Jaipur,10.4
Owner,0,0,3,BHK,1474.201474,1,1,9.369511,78.81836700000001,Kochi,60.0
Owner,0,0,2,BHK,1250.0,1,1,22.55,72.9,Anand,30.0
Dealer,1,1,3,BHK,2350.176263,0,1,21.143354,72.770931,Surat,120.0
Dealer,0,0,1,BHK,550.0550055,1,1,18.520209,73.90506500000001,Pune,45.0
Dealer,1,1,2,BHK,580.7966076,0,0,28.743724,76.81131500000001,Mumbai,76.7
Dealer,0,0,2,BHK,1480.129765,1,1,11.926264,76.954324,Mysore,73.0
Owner,0,0,2,BHK,975.6097561,1,1,21.31694,72.87778,Surat,12.0
Dealer,0,0,1,BHK,649.9759267999999,1,1,18.964489,73.019574,Maharashtra,54.0
Dealer,0,0,3,BHK,1170.606665,1,1,22.54111,88.33778000000001,Kolkata,41.1
Owner,0,0,1,BHK,500.0,1,1,18.465312,73.83322199999999,Pune,18.0
Owner,0,0,3,BHK,1575.230853,1,1,21.189685,72.841062,Surat,58.0
Builder,0,0,3,BHK,1774.622893,1,0,26.75,81.0,Lucknow,100.0
Dealer,0,1,5,BHK,6640.316206,1,1,12.905368,77.580403,Bangalore,840.0
